"","months_as_customer","age","policy_state","policy_csl","policy_deductable","policy_annual_premium","umbrella_limit","insured_sex","insured_education_level","insured_occupation","insured_hobbies","insured_relationship","capital.gains","capital.loss","incident_type","collision_type","incident_severity","authorities_contacted","incident_state","incident_city","incident_hour_of_the_day","number_of_vehicles_involved","property_damage","bodily_injuries","witnesses","police_report_available","total_claim_amount","injury_claim","property_claim","vehicle_claim","auto_make","auto_model","auto_year","fraud_reported"
"891",145,34,"IN","100/300",1000,1142.48,0,"FEMALE","JD","priv-house-serv","sleeping","other-relative",0,0,"Single Vehicle Collision","Side Collision","Total Loss","Ambulance","NC","Northbend",18,1,"YES",2,0,"NO",52250,9500,4750,38000,"Suburu","Legacy",2012,"N"
"892",479,60,"IL","500/1000",1000,1188.45,0,"FEMALE","MD","exec-managerial","camping","other-relative",0,-44800,"Multi-vehicle Collision","Rear Collision","Total Loss","Other","SC","Arlington",9,2,"?",0,3,"?",53900,5390,10780,37730,"Saab","95",2006,"N"
"893",215,35,"IL","500/1000",1000,1125.4,0,"MALE","Masters","adm-clerical","yachting","husband",40000,-43400,"Vehicle Theft","?","Trivial Damage","None","WV","Columbus",6,1,"?",2,1,"NO",2640,220,440,1980,"Jeep","Wrangler",2001,"N"
"894",41,33,"OH","250/500",500,1294.41,0,"MALE","High School","transport-moving","sleeping","husband",0,0,"Vehicle Theft","?","Minor Damage","None","NC","Arlington",8,1,"YES",0,0,"?",8970,1380,1380,6210,"Dodge","Neon",2011,"N"
"896",156,38,"IL","100/300",500,1367.99,0,"MALE","High School","armed-forces","board-games","own-child",26500,0,"Multi-vehicle Collision","Front Collision","Major Damage","Fire","WV","Northbend",23,3,"?",0,3,"?",55200,11040,5520,38640,"Saab","92x",1998,"Y"
"897",246,45,"IN","250/500",500,1594.37,0,"MALE","Associate","exec-managerial","board-games","own-child",0,0,"Parked Car","?","Trivial Damage","None","SC","Riverwood",13,1,"NO",0,3,"YES",7260,660,1320,5280,"Saab","92x",2008,"N"
"898",178,39,"IL","100/300",500,1035.99,0,"FEMALE","JD","exec-managerial","sleeping","own-child",0,0,"Multi-vehicle Collision","Front Collision","Minor Damage","Police","NY","Springfield",3,3,"NO",2,0,"?",64680,11760,11760,41160,"Jeep","Wrangler",2010,"N"
"899",237,43,"OH","250/500",500,911.53,0,"FEMALE","PhD","sales","basketball","husband",53200,0,"Single Vehicle Collision","Rear Collision","Major Damage","Police","WV","Northbrook",23,1,"NO",0,1,"NO",59200,0,11840,47360,"Chevrolet","Malibu",1998,"N"
"904",142,30,"IN","500/1000",500,1412.76,0,"MALE","PhD","armed-forces","basketball","wife",66400,-63700,"Single Vehicle Collision","Side Collision","Minor Damage","Other","WV","Riverwood",22,1,"YES",2,3,"NO",67320,11220,11220,44880,"Volkswagen","Jetta",1996,"N"
"905",97,27,"OH","500/1000",500,1588.26,0,"FEMALE","High School","tech-support","movies","husband",56700,-49300,"Multi-vehicle Collision","Side Collision","Total Loss","Other","VA","Riverwood",22,3,"YES",2,1,"YES",75690,8410,8410,58870,"Saab","95",2014,"N"
"907",225,43,"OH","100/300",1000,1517.54,0,"MALE","JD","priv-house-serv","camping","own-child",0,-20900,"Multi-vehicle Collision","Rear Collision","Major Damage","Police","SC","Columbus",16,3,"NO",2,0,"YES",64400,6440,6440,51520,"BMW","X5",2011,"N"
"908",425,53,"OH","250/500",2000,912.29,0,"FEMALE","High School","priv-house-serv","paintball","husband",42900,-39100,"Multi-vehicle Collision","Front Collision","Minor Damage","Fire","WV","Northbend",17,3,"?",1,2,"?",97080,16180,16180,64720,"Saab","92x",2005,"N"
"909",285,44,"OH","250/500",2000,1144.3,0,"MALE","MD","priv-house-serv","base-jumping","not-in-family",52600,0,"Vehicle Theft","?","Minor Damage","Police","WV","Northbrook",3,1,"YES",1,0,"?",5500,500,500,4500,"Honda","Civic",2010,"N"
"911",285,48,"IL","100/300",2000,1101.85,0,"FEMALE","College","sales","dancing","wife",46100,0,"Single Vehicle Collision","Side Collision","Minor Damage","Police","PA","Springfield",9,1,"NO",1,2,"YES",33480,3720,3720,26040,"Nissan","Pathfinder",2012,"N"
"913",175,36,"OH","500/1000",500,1185.44,0,"MALE","Masters","exec-managerial","kayaking","not-in-family",44900,-52500,"Multi-vehicle Collision","Rear Collision","Major Damage","Police","NC","Northbend",15,3,"YES",2,1,"YES",42680,3880,7760,31040,"Accura","RSX",2006,"Y"
"914",259,45,"IL","500/1000",2000,1175.07,0,"MALE","MD","craft-repair","movies","not-in-family",30100,0,"Single Vehicle Collision","Side Collision","Minor Damage","Fire","WV","Springfield",23,1,"?",1,1,"NO",87780,7980,7980,71820,"Honda","CRV",2011,"N"
"915",140,36,"OH","500/1000",2000,979.26,0,"FEMALE","JD","transport-moving","cross-fit","own-child",0,-67000,"Multi-vehicle Collision","Front Collision","Major Damage","Fire","NY","Riverwood",2,4,"YES",0,2,"YES",72800,14560,14560,43680,"Honda","Accord",1998,"N"
"918",229,41,"OH","250/500",2000,1107.59,3000000,"MALE","PhD","tech-support","chess","not-in-family",65400,0,"Single Vehicle Collision","Side Collision","Major Damage","Other","NY","Columbus",23,1,"NO",1,3,"NO",62640,10440,10440,41760,"Mercedes","C300",2009,"N"
"919",180,36,"IL","100/300",500,1272.46,0,"MALE","College","prof-specialty","exercise","wife",0,0,"Multi-vehicle Collision","Front Collision","Minor Damage","Ambulance","NY","Northbrook",7,3,"YES",2,1,"?",69630,12660,6330,50640,"Toyota","Corolla",1998,"N"
"920",188,33,"IL","250/500",1000,1340.24,0,"MALE","High School","protective-serv","chess","own-child",0,-68800,"Multi-vehicle Collision","Rear Collision","Minor Damage","Police","NY","Hillsdale",8,3,"YES",1,0,"?",76010,13820,6910,55280,"Dodge","RAM",1995,"Y"
"921",214,40,"OH","100/300",1000,1648,0,"MALE","JD","transport-moving","base-jumping","not-in-family",57700,-43500,"Single Vehicle Collision","Rear Collision","Total Loss","Other","WV","Northbrook",17,1,"NO",1,0,"YES",44220,8040,4020,32160,"Accura","MDX",2000,"N"
"923",55,35,"IL","500/1000",500,1198.44,8000000,"MALE","MD","priv-house-serv","polo","wife",0,0,"Vehicle Theft","?","Minor Damage","Police","WV","Columbus",9,1,"NO",0,3,"NO",3080,560,560,1960,"Nissan","Ultima",1998,"N"
"924",90,31,"OH","250/500",2000,951.27,0,"FEMALE","PhD","other-service","hiking","not-in-family",42100,0,"Single Vehicle Collision","Rear Collision","Total Loss","Other","SC","Hillsdale",2,1,"YES",1,0,"YES",75790,13780,6890,55120,"Accura","RSX",2007,"N"
"925",135,30,"IN","500/1000",2000,1341.24,0,"FEMALE","MD","farming-fishing","skydiving","wife",37100,-46500,"Multi-vehicle Collision","Rear Collision","Minor Damage","Ambulance","WV","Riverwood",18,3,"NO",0,1,"NO",32670,5940,2970,23760,"Honda","Accord",2003,"N"
"926",277,46,"IL","250/500",2000,1177.57,0,"FEMALE","Associate","adm-clerical","video-games","husband",0,-65500,"Vehicle Theft","?","Minor Damage","Police","VA","Arlington",4,1,"?",2,3,"NO",3870,430,860,2580,"Jeep","Wrangler",2010,"N"
"927",211,38,"IN","250/500",1000,1055.09,0,"FEMALE","Masters","transport-moving","video-games","own-child",0,0,"Single Vehicle Collision","Front Collision","Total Loss","Fire","NY","Columbus",12,1,"?",0,3,"YES",91520,8320,16640,66560,"BMW","X6",2005,"Y"
"928",156,32,"IL","250/500",500,1479.48,0,"MALE","Masters","prof-specialty","bungie-jumping","unmarried",0,0,"Single Vehicle Collision","Front Collision","Major Damage","Other","NY","Northbrook",15,1,"YES",1,3,"YES",74690,6790,13580,54320,"Dodge","RAM",2008,"Y"
"930",136,32,"IN","100/300",500,1169.62,0,"FEMALE","JD","sales","yachting","not-in-family",0,0,"Single Vehicle Collision","Side Collision","Major Damage","Police","SC","Arlington",6,1,"YES",0,0,"NO",55000,10000,10000,35000,"Toyota","Camry",2008,"Y"
"931",310,48,"IN","100/300",500,1516.34,0,"FEMALE","JD","adm-clerical","sleeping","unmarried",11000,0,"Multi-vehicle Collision","Rear Collision","Major Damage","Police","SC","Springfield",11,4,"YES",0,2,"NO",59400,13200,6600,39600,"Saab","93",1996,"Y"
"932",123,34,"OH","500/1000",2000,1270.21,0,"FEMALE","College","sales","sleeping","husband",16100,-61200,"Multi-vehicle Collision","Side Collision","Total Loss","Fire","PA","Columbus",13,3,"NO",1,1,"?",55260,6140,0,49120,"Nissan","Ultima",2000,"N"
"933",243,44,"IL","250/500",500,809.11,0,"MALE","JD","craft-repair","polo","other-relative",33200,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Other","NC","Springfield",4,3,"?",2,1,"YES",51400,5140,10280,35980,"Honda","Civic",1996,"N"
"938",458,59,"IN","100/300",1000,1685.69,0,"FEMALE","High School","protective-serv","hiking","wife",31400,0,"Single Vehicle Collision","Front Collision","Total Loss","Police","VA","Hillsdale",23,1,"?",2,2,"YES",71800,14360,14360,43080,"Jeep","Grand Cherokee",1995,"N"
"939",147,31,"IN","250/500",500,1054.92,6000000,"FEMALE","PhD","prof-specialty","exercise","own-child",51900,0,"Single Vehicle Collision","Front Collision","Major Damage","Other","NY","Northbrook",4,1,"?",0,0,"?",68240,8530,0,59710,"Toyota","Corolla",2013,"Y"
"941",308,47,"OH","100/300",1000,1013.61,6000000,"FEMALE","Associate","craft-repair","movies","own-child",45700,-41400,"Parked Car","?","Minor Damage","None","NY","Springfield",7,1,"?",1,1,"YES",5590,860,860,3870,"Suburu","Impreza",2002,"N"
"942",284,48,"IL","500/1000",500,958.3,0,"FEMALE","PhD","machine-op-inspct","exercise","husband",47900,0,"Multi-vehicle Collision","Side Collision","Major Damage","Fire","NY","Columbus",19,3,"?",0,0,"?",46860,8520,8520,29820,"Volkswagen","Passat",1998,"N"
"943",108,31,"IN","250/500",2000,1112.04,6000000,"FEMALE","PhD","other-service","base-jumping","own-child",52800,-54300,"Parked Car","?","Minor Damage","None","SC","Arlington",5,1,"NO",1,3,"NO",4290,780,780,2730,"Volkswagen","Passat",1998,"N"
"945",266,42,"IL","500/1000",1000,763.67,0,"MALE","Associate","prof-specialty","movies","own-child",12800,-49700,"Single Vehicle Collision","Side Collision","Total Loss","Police","SC","Northbrook",12,1,"YES",1,3,"YES",70830,7870,7870,55090,"Jeep","Grand Cherokee",2005,"N"
"947",31,32,"IL","100/300",2000,1263.48,4000000,"FEMALE","JD","other-service","hiking","wife",46800,-87300,"Single Vehicle Collision","Side Collision","Major Damage","Fire","WV","Hillsdale",10,1,"?",2,0,"?",63600,5300,10600,47700,"Audi","A5",1997,"Y"
"948",465,63,"IL","250/500",500,1006.99,6000000,"FEMALE","Masters","sales","board-games","own-child",0,0,"Single Vehicle Collision","Side Collision","Minor Damage","Other","WV","Columbus",7,1,"NO",0,3,"?",43560,4840,4840,33880,"Suburu","Legacy",2015,"N"
"949",126,31,"OH","250/500",1000,1328.26,0,"MALE","Masters","sales","exercise","not-in-family",42300,-45800,"Single Vehicle Collision","Front Collision","Total Loss","Police","WV","Hillsdale",17,1,"NO",1,1,"NO",60840,13520,6760,40560,"Suburu","Forrestor",2011,"N"
"952",187,37,"IN","500/1000",1000,1412.06,5000000,"FEMALE","Masters","protective-serv","reading","not-in-family",60100,0,"Single Vehicle Collision","Side Collision","Total Loss","Ambulance","NC","Riverwood",21,1,"?",0,3,"?",57700,5770,5770,46160,"Nissan","Maxima",2000,"N"
"953",252,46,"IN","500/1000",2000,1066.7,0,"FEMALE","JD","handlers-cleaners","sleeping","own-child",0,0,"Multi-vehicle Collision","Front Collision","Total Loss","Other","VA","Northbend",22,3,"NO",0,2,"NO",89520,14920,14920,59680,"Audi","A3",2014,"N"
"954",229,43,"IN","250/500",2000,1585.54,0,"MALE","High School","protective-serv","reading","not-in-family",42600,-44400,"Vehicle Theft","?","Minor Damage","None","WV","Hillsdale",3,1,"NO",1,0,"YES",4620,420,840,3360,"Volkswagen","Jetta",2012,"N"
"955",246,39,"IN","250/500",1000,1416.08,0,"FEMALE","JD","craft-repair","yachting","other-relative",0,-36600,"Single Vehicle Collision","Rear Collision","Minor Damage","Ambulance","WV","Northbrook",16,1,"YES",0,3,"?",45180,5020,5020,35140,"Honda","CRV",2004,"N"
"957",95,32,"IN","500/1000",2000,1356.64,0,"MALE","Masters","machine-op-inspct","golf","not-in-family",67800,-48600,"Multi-vehicle Collision","Side Collision","Total Loss","Police","SC","Springfield",21,3,"YES",0,3,"YES",83160,15120,15120,52920,"Toyota","Camry",2003,"N"
"958",205,42,"IL","100/300",2000,1387.7,4000000,"FEMALE","High School","priv-house-serv","skydiving","other-relative",0,0,"Single Vehicle Collision","Rear Collision","Minor Damage","Police","WV","Columbus",19,1,"NO",2,1,"NO",86130,15660,15660,54810,"Chevrolet","Silverado",1995,"N"
"959",41,25,"OH","100/300",1000,1004.14,0,"MALE","Masters","priv-house-serv","sleeping","wife",35400,0,"Multi-vehicle Collision","Front Collision","Major Damage","Fire","NC","Hillsdale",13,3,"NO",1,3,"NO",48000,9600,4800,33600,"Dodge","RAM",1995,"N"
"960",137,35,"OH","500/1000",500,1107.07,0,"FEMALE","High School","protective-serv","movies","husband",0,-45300,"Vehicle Theft","?","Minor Damage","Police","VA","Hillsdale",21,1,"NO",0,0,"YES",3300,600,600,2100,"Saab","92x",2008,"N"
"961",194,34,"IL","100/300",500,1429.96,0,"FEMALE","JD","protective-serv","board-games","husband",67800,0,"Multi-vehicle Collision","Rear Collision","Minor Damage","Ambulance","NY","Northbend",11,3,"NO",1,2,"YES",57200,11440,5720,40040,"Toyota","Camry",2005,"N"
"962",128,35,"IN","250/500",1000,1074.99,0,"FEMALE","Associate","adm-clerical","bungie-jumping","husband",0,-48800,"Vehicle Theft","?","Trivial Damage","Police","VA","Columbus",16,1,"?",2,0,"?",7590,1380,690,5520,"Accura","MDX",2012,"N"
"964",104,30,"OH","100/300",500,1052.85,0,"FEMALE","MD","protective-serv","skydiving","other-relative",0,-70100,"Vehicle Theft","?","Minor Damage","Police","WV","Riverwood",8,1,"NO",0,0,"YES",4800,960,480,3360,"BMW","3 Series",2006,"N"
"965",163,37,"IN","500/1000",1000,1200.33,4000000,"FEMALE","High School","craft-repair","cross-fit","own-child",0,-36400,"Vehicle Theft","?","Minor Damage","Police","WV","Springfield",7,1,"?",2,1,"YES",3900,390,780,2730,"Volkswagen","Jetta",2008,"Y"
"966",80,26,"IL","100/300",1000,1343,0,"MALE","Masters","handlers-cleaners","camping","other-relative",64600,0,"Single Vehicle Collision","Front Collision","Minor Damage","Other","SC","Arlington",12,1,"?",0,0,"NO",90400,9040,9040,72320,"BMW","3 Series",1995,"N"
"967",65,29,"OH","250/500",2000,1441.6,5000000,"FEMALE","MD","sales","kayaking","own-child",0,0,"Multi-vehicle Collision","Rear Collision","Minor Damage","Other","NC","Columbus",21,3,"YES",0,0,"?",62900,6290,12580,44030,"Jeep","Grand Cherokee",1998,"N"
"972",79,25,"OH","500/1000",500,1863.04,0,"FEMALE","Associate","priv-house-serv","paintball","not-in-family",53400,-35200,"Single Vehicle Collision","Front Collision","Total Loss","Fire","VA","Northbend",0,1,"NO",2,1,"?",67800,13560,6780,47460,"Mercedes","C300",1995,"N"
"973",232,44,"OH","250/500",2000,1181.64,0,"MALE","College","other-service","exercise","wife",25800,0,"Single Vehicle Collision","Rear Collision","Major Damage","Fire","NY","Northbend",22,1,"?",1,1,"YES",55400,5540,11080,38780,"Jeep","Grand Cherokee",2002,"Y"
"975",234,41,"IN","100/300",500,951.56,0,"FEMALE","JD","transport-moving","video-games","wife",59400,-78600,"Multi-vehicle Collision","Side Collision","Major Damage","Police","SC","Riverwood",3,3,"NO",2,1,"?",98280,15120,7560,75600,"Chevrolet","Tahoe",2007,"Y"
"976",240,40,"IN","100/300",500,1533.71,9000000,"FEMALE","JD","protective-serv","polo","own-child",0,-70900,"Multi-vehicle Collision","Rear Collision","Total Loss","Fire","VA","Northbend",18,2,"YES",0,2,"?",66550,6050,12100,48400,"Ford","Escape",2008,"N"
"977",143,33,"OH","500/1000",1000,1200.09,0,"FEMALE","Associate","craft-repair","board-games","unmarried",38400,-5700,"Multi-vehicle Collision","Side Collision","Major Damage","Fire","WV","Arlington",17,3,"?",2,2,"?",70400,14080,7040,49280,"Accura","RSX",2002,"N"
"979",89,32,"IN","250/500",1000,988.93,0,"FEMALE","High School","craft-repair","golf","unmarried",27600,0,"Single Vehicle Collision","Front Collision","Total Loss","Other","NY","Columbus",11,1,"?",2,3,"YES",84590,15380,15380,53830,"Dodge","Neon",1999,"N"
"981",245,40,"IL","500/1000",1000,1361.45,0,"MALE","PhD","handlers-cleaners","camping","unmarried",39300,0,"Single Vehicle Collision","Rear Collision","Minor Damage","Ambulance","OH","Northbend",12,1,"YES",0,2,"YES",82170,7470,7470,67230,"Suburu","Forrestor",1999,"N"
"982",50,44,"OH","250/500",2000,1188.51,0,"MALE","College","handlers-cleaners","bungie-jumping","unmarried",0,-65800,"Multi-vehicle Collision","Front Collision","Total Loss","Police","NY","Northbend",15,3,"?",1,2,"NO",61100,6110,12220,42770,"Dodge","Neon",2008,"N"
"983",230,43,"IN","500/1000",2000,1101.83,0,"MALE","High School","exec-managerial","cross-fit","other-relative",28900,0,"Multi-vehicle Collision","Front Collision","Minor Damage","Police","NY","Arlington",0,3,"?",0,3,"YES",51900,5190,10380,36330,"BMW","M5",2011,"Y"
"986",29,32,"OH","100/300",1000,1722.5,0,"MALE","High School","other-service","base-jumping","wife",0,-21500,"Single Vehicle Collision","Side Collision","Major Damage","Other","WV","Columbus",22,1,"?",0,2,"?",76900,7690,7690,61520,"Jeep","Wrangler",1995,"N"
"987",232,42,"IN","100/300",500,944.03,0,"MALE","College","handlers-cleaners","kayaking","not-in-family",0,-58400,"Single Vehicle Collision","Rear Collision","Minor Damage","Other","WV","Riverwood",11,1,"YES",2,3,"?",77000,15400,7700,53900,"Toyota","Highlander",2015,"Y"
"988",235,39,"IL","500/1000",2000,1453.61,4000000,"MALE","JD","craft-repair","yachting","other-relative",0,0,"Single Vehicle Collision","Side Collision","Major Damage","Other","NC","Hillsdale",10,1,"?",0,3,"?",60320,9280,9280,41760,"Chevrolet","Tahoe",2012,"Y"
"989",295,46,"IN","100/300",500,1672.88,0,"FEMALE","High School","armed-forces","dancing","wife",0,0,"Single Vehicle Collision","Rear Collision","Minor Damage","Fire","NY","Columbus",5,1,"YES",1,1,"NO",60700,12140,6070,42490,"Honda","Civic",1997,"N"
"991",286,43,"IL","100/300",500,1564.43,3000000,"FEMALE","MD","prof-specialty","movies","unmarried",77500,-32800,"Single Vehicle Collision","Rear Collision","Minor Damage","Fire","NY","Northbrook",18,1,"?",2,2,"YES",34290,3810,3810,26670,"Jeep","Grand Cherokee",2013,"N"
"992",257,44,"OH","100/300",1000,1280.88,0,"MALE","MD","other-service","basketball","other-relative",59400,-32200,"Single Vehicle Collision","Rear Collision","Total Loss","Other","WV","Riverwood",21,1,"NO",0,1,"NO",46980,0,5220,41760,"Accura","TL",2002,"N"
"993",94,26,"IN","100/300",500,722.66,0,"MALE","MD","exec-managerial","camping","husband",50300,0,"Multi-vehicle Collision","Front Collision","Major Damage","Fire","OH","Springfield",6,3,"YES",1,2,"YES",36700,3670,7340,25690,"Nissan","Pathfinder",2010,"N"
"994",124,28,"OH","250/500",1000,1235.14,0,"MALE","MD","exec-managerial","camping","husband",0,-32100,"Multi-vehicle Collision","Side Collision","Total Loss","Other","OH","Hillsdale",20,3,"?",0,1,"?",60200,6020,6020,48160,"Volkswagen","Passat",2012,"N"
"995",141,30,"IN","500/1000",1000,1347.04,0,"MALE","High School","sales","bungie-jumping","own-child",0,-82100,"Parked Car","?","Minor Damage","None","SC","Northbend",6,1,"?",1,2,"YES",6480,540,1080,4860,"Honda","Civic",1996,"N"
"996",3,38,"OH","500/1000",1000,1310.8,0,"FEMALE","Masters","craft-repair","paintball","unmarried",0,0,"Single Vehicle Collision","Front Collision","Minor Damage","Fire","NC","Northbrook",20,1,"YES",0,1,"?",87200,17440,8720,61040,"Honda","Accord",2006,"N"
"998",130,34,"OH","250/500",500,1383.49,3000000,"FEMALE","Masters","armed-forces","bungie-jumping","other-relative",35100,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Police","NC","Arlington",4,3,"?",2,3,"YES",67500,7500,7500,52500,"Suburu","Impreza",1996,"N"
"999",458,62,"IL","500/1000",2000,1356.92,5000000,"MALE","Associate","handlers-cleaners","base-jumping","wife",0,0,"Single Vehicle Collision","Rear Collision","Major Damage","Other","NY","Arlington",2,1,"?",0,1,"YES",46980,5220,5220,36540,"Audi","A5",1998,"N"
"1000",456,60,"OH","250/500",1000,766.19,0,"FEMALE","Associate","sales","kayaking","husband",0,0,"Parked Car","?","Minor Damage","Police","WV","Columbus",6,1,"?",0,3,"?",5060,460,920,3680,"Mercedes","E400",2007,"N"
